episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,timesteps_this_iter,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,num_healthy_workers,trial_id,experiment_tag,policy_reward_min/policy_0,policy_reward_min/policy_1,policy_reward_min/policy_2,policy_reward_min/policy_3,policy_reward_max/policy_0,policy_reward_max/policy_1,policy_reward_max/policy_2,policy_reward_max/policy_3,policy_reward_mean/policy_0,policy_reward_mean/policy_1,policy_reward_mean/policy_2,policy_reward_mean/policy_3,sampler_perf/mean_env_wait_ms,sampler_perf/mean_processing_ms,sampler_perf/mean_inference_ms,info/num_steps_trained,info/num_steps_sampled,info/sample_time_ms,info/load_time_ms,info/grad_time_ms,info/update_time_ms,info/learner/policy_0/cur_kl_coeff,info/learner/policy_0/cur_lr,info/learner/policy_0/total_loss,info/learner/policy_0/policy_loss,info/learner/policy_0/vf_loss,info/learner/policy_0/vf_explained_var,info/learner/policy_0/kl,info/learner/policy_0/entropy,info/learner/policy_0/entropy_coeff,info/learner/policy_1/cur_kl_coeff,info/learner/policy_1/cur_lr,info/learner/policy_1/total_loss,info/learner/policy_1/policy_loss,info/learner/policy_1/vf_loss,info/learner/policy_1/vf_explained_var,info/learner/policy_1/kl,info/learner/policy_1/entropy,info/learner/policy_1/entropy_coeff,info/learner/policy_2/cur_kl_coeff,info/learner/policy_2/cur_lr,info/learner/policy_2/total_loss,info/learner/policy_2/policy_loss,info/learner/policy_2/vf_loss,info/learner/policy_2/vf_explained_var,info/learner/policy_2/kl,info/learner/policy_2/entropy,info/learner/policy_2/entropy_coeff,info/learner/policy_3/cur_kl_coeff,info/learner/policy_3/cur_lr,info/learner/policy_3/total_loss,info/learner/policy_3/policy_loss,info/learner/policy_3/vf_loss,info/learner/policy_3/vf_explained_var,info/learner/policy_3/kl,info/learner/policy_3/entropy,info/learner/policy_3/entropy_coeff
-3.25,-45.0,-19.9375,60.0,72,4320,False,47465,792,11,3715409a0d2d4fefb65d5a4e8f7ce9a5,2020-02-12_13-42-40,1581514960,15.542068481445312,186.86036562919617,61368,nvidia-gtc,10.142.0.61,186.86036562919617,47465,11,7,01135c5e,0,0.0,-15.0,-15.0,-15.0,0.0,-3.0,-2.75,-15.0,0.0,-9.71,-9.908227848101266,-15.0,5.31383856220854,5.7608614749418505,2.146483674368337,13568,47465,9451.238,49.374,5313.471,18.407,0.05000000074505806,9.999999747378752e-05,0.0006661182,0.00041800918,0.011576042,-1.0,0.004962118,0.49134585,0.0,0.20000000298023224,9.999999747378752e-05,-0.0062387805,-0.008526781,6.8148394,0.5090827,0.011405908,1.4149023,0.0,0.10000000149011612,9.999999747378752e-05,-0.01196512,-0.013775932,7.11647,0.50549316,0.018036965,1.3593526,0.0,0.05000000074505806,9.999999747378752e-05,-0.006383984,-0.00679312,8.959188,0.15154324,0.008003543,1.2163445,0.0
-3.0,-45.0,-23.4825,60.0,72,4320,False,51785,864,12,3715409a0d2d4fefb65d5a4e8f7ce9a5,2020-02-12_13-42-56,1581514976,16.24968695640564,203.1100525856018,61368,nvidia-gtc,10.142.0.61,203.1100525856018,51785,12,7,01135c5e,0,0.0,-15.0,-15.0,-15.0,0.0,-3.0,-2.75,-3.5,0.0,-9.77,-11.198717948717949,-13.452702702702704,5.326110713347972,5.759359334632473,2.1487815544194193,15360,51785,9434.307,49.65,5390.957,18.453,0.02500000037252903,9.999999747378752e-05,-0.0031993135,-0.0032522809,0.007922769,-1.0,0.0021187286,0.53741264,0.0,0.20000000298023224,9.999999747378752e-05,-0.0024098721,-0.0036026216,6.175514,0.55606747,0.005932855,1.404099,0.0,0.10000000149011612,9.999999747378752e-05,-0.009943613,-0.010806727,7.66587,0.47776508,0.008554476,1.3452961,0.0,0.05000000074505806,9.999999747378752e-05,-0.0134841595,-0.014462128,11.234886,0.16749711,0.019334752,1.1740925,0.0
-3.0,-45.0,-22.1525,60.0,72,4320,False,56105,936,13,3715409a0d2d4fefb65d5a4e8f7ce9a5,2020-02-12_13-43-11,1581514991,15.173779010772705,218.2838315963745,61368,nvidia-gtc,10.142.0.61,218.2838315963745,56105,13,7,01135c5e,0,0.0,-15.0,-15.0,-15.0,0.0,-3.0,-2.75,-3.5,0.0,-10.4125,-8.59375,-12.286764705882353,5.323846442716472,5.743145115889433,2.143407933599905,16512,56105,9428.711,49.33,5402.0,18.715,0.012500000186264515,9.999999747378752e-05,-0.0036303997,-0.0036946004,0.0048103705,-1.0,0.005135964,0.5123312,0.0,0.20000000298023224,9.999999747378752e-05,-0.008267228,-0.00950186,6.5693464,0.5392668,0.006140318,1.3729272,0.0,0.10000000149011612,9.999999747378752e-05,-0.00605269,-0.0075800996,5.524983,0.56685853,0.015218887,1.4492425,0.0,0.05000000074505806,9.999999747378752e-05,-0.011189895,-0.011749588,10.202031,0.29015258,0.010989781,1.1810222,0.0
-3.25,-45.0,-18.6,59.86,72,4306,False,60411,1008,14,3715409a0d2d4fefb65d5a4e8f7ce9a5,2020-02-12_13-43-26,1581515006,14.611327648162842,232.89515924453735,61368,nvidia-gtc,10.142.0.61,232.89515924453735,60411,14,7,01135c5e,0,0.0,-15.0,-15.0,-15.0,0.0,-2.75,-2.75,-3.75,0.0,-9.7375,-7.938953488372093,-13.566666666666666,5.311413408774894,5.719822104055404,2.1345059277284912,16896,60411,9451.386,50.468,5445.586,18.706,0.012500000186264515,9.999999747378752e-05,-0.0057392684,-0.005805677,0.0037252821,-1.0,0.005312614,0.5246003,0.0,0.20000000298023224,9.999999747378752e-05,-0.0109834615,-0.012764641,6.1959662,0.5520786,0.00887492,1.3929944,0.0,0.10000000149011612,9.999999747378752e-05,-0.008556825,-0.010473428,5.256341,0.5598323,0.019113438,1.3241317,0.0,0.05000000074505806,9.999999747378752e-05,-0.054347347,-0.054753553,7.6221085,0.28904915,0.007971645,1.292193,0.0
-3.25,-45.0,-20.0525,59.86,72,4320,False,64731,1080,15,3715409a0d2d4fefb65d5a4e8f7ce9a5,2020-02-12_13-43-41,1581515021,15.098684787750244,247.9938440322876,61368,nvidia-gtc,10.142.0.61,247.9938440322876,64731,15,7,01135c5e,0,0.0,-15.0,-15.0,-15.0,0.0,-3.0,-2.75,-3.75,0.0,-10.5125,-8.586309523809524,-13.691176470588236,5.3086332690213895,5.71442777690733,2.131638118808686,17664,64731,9469.52,49.223,5463.557,18.271,0.012500000186264515,9.999999747378752e-05,-0.009079142,-0.00916767,0.00294274,-1.0,0.007082369,0.6483878,0.0,0.20000000298023224,9.999999747378752e-05,-0.008364851,-0.011021342,5.9901867,0.5766187,0.0132524995,1.384113,0.0,0.10000000149011612,9.999999747378752e-05,-0.0048459982,-0.0059599313,5.1557717,0.62039214,0.011087782,1.2917925,0.0,0.05000000074505806,9.999999747378752e-05,-0.026060903,-0.027285764,9.034043,0.3209488,0.024316626,1.2054129,0.0
-3.25,-45.0,-17.7825,60.0,72,4320,False,69051,1152,16,3715409a0d2d4fefb65d5a4e8f7ce9a5,2020-02-12_13-43-56,1581515036,14.114638566970825,262.1084825992584,61368,nvidia-gtc,10.142.0.61,262.1084825992584,69051,16,7,01135c5e,0,0.0,-15.0,-15.0,-15.0,0.0,-3.0,-2.75,-2.75,0.0,-9.8775,-8.86,-9.692307692307692,5.303031012034433,5.706327203621581,2.123618542098894,18048,69051,9382.726,48.993,5395.742,18.247,0.012500000186264515,9.999999747378752e-05,-0.004411928,-0.0044698454,0.0013106727,-1.0,0.004633198,0.6270118,0.0,0.20000000298023224,9.999999747378752e-05,-0.0049175993,-0.0061787134,5.9521813,0.5641596,0.006275809,1.3610426,0.0,0.10000000149011612,9.999999747378752e-05,-0.010311856,-0.011404123,5.8456635,0.57056004,0.010864207,1.3569185,0.0,0.07500000298023224,9.999999747378752e-05,-0.017313788,-0.018230598,6.605438,0.50404334,0.012136134,1.0483334,0.0
-3.0,-45.0,-17.4525,60.0,72,4320,False,73371,1224,17,3715409a0d2d4fefb65d5a4e8f7ce9a5,2020-02-12_13-44-10,1581515050,13.912544012069702,276.0210266113281,61368,nvidia-gtc,10.142.0.61,276.0210266113281,73371,17,7,01135c5e,0,0.0,-15.0,-15.0,-15.0,0.0,-2.75,-3.0,-3.0,0.0,-9.3525,-9.856060606060606,-10.633333333333333,5.274794475946716,5.685037881038317,2.112151484396104,18816,73371,9313.927,49.027,5373.339,18.193,0.0062500000931322575,9.999999747378752e-05,-0.0036488029,-0.0036887745,0.0015185706,-1.0,0.0063954364,0.70711935,0.0,0.20000000298023224,9.999999747378752e-05,-0.00034221646,-0.0008744803,6.544727,0.5308851,0.0026286133,1.3618424,0.0,0.10000000149011612,9.999999747378752e-05,-0.000957169,-0.001548124,6.858257,0.53512675,0.0058410205,1.3365797,0.0,0.07500000298023224,9.999999747378752e-05,-0.008713559,-0.009304371,11.519573,0.2154914,0.007723782,1.1877528,0.0
-3.0,-45.0,-16.93,60.0,72,4320,False,77691,1296,18,3715409a0d2d4fefb65d5a4e8f7ce9a5,2020-02-12_13-44-25,1581515065,15.043953657150269,291.0649802684784,61368,nvidia-gtc,10.142.0.61,291.0649802684784,77691,18,7,01135c5e,0,0.0,-15.0,-15.0,-15.0,0.0,-2.75,-2.75,-3.5,0.0,-8.7575,-9.14236111111111,-13.25,5.268580368902351,5.669990708111612,2.106206011511462,19200,77691,9382.111,48.656,5419.571,18.072,0.0062500000931322575,9.999999747378752e-05,-0.01340968,-0.013491109,0.0014692604,-1.0,0.013028575,0.7936093,0.0,0.10000000149011612,9.999999747378752e-05,-0.012068035,-0.013499815,4.2415237,0.67236674,0.014275395,1.3744185,0.0,0.10000000149011612,9.999999747378752e-05,-0.010117133,-0.011725662,4.9226694,0.60932344,0.016036127,1.3512083,0.0,0.07500000298023224,9.999999747378752e-05,0.0023475315,0.0018806144,7.368618,0.29783538,0.0061274096,1.2618593,0.0
-3.0,-45.0,-20.215,60.0,72,4320,False,82011,1368,19,3715409a0d2d4fefb65d5a4e8f7ce9a5,2020-02-12_13-44-40,1581515080,15.059431314468384,306.1244115829468,61368,nvidia-gtc,10.142.0.61,306.1244115829468,82011,19,7,01135c5e,0,0.0,-15.0,-15.0,-15.0,0.0,-3.0,-2.75,-3.5,0.0,-8.96,-9.36,-14.60344827586207,5.277557763796642,5.674346503538509,2.1073072004901414,20736,82011,9354.335,49.826,5399.649,17.943,0.0062500000931322575,9.999999747378752e-05,-0.013186117,-0.013220559,0.0011823644,-1.0,0.0055104014,0.74575657,0.0,0.10000000149011612,9.999999747378752e-05,-0.012776924,-0.01487144,4.9723005,0.6177856,0.020895448,1.4292676,0.0,0.10000000149011612,9.999999747378752e-05,-0.007886323,-0.009285218,6.145254,0.5795839,0.013927486,1.2865545,0.0,0.07500000298023224,9.999999747378752e-05,-0.0087661585,-0.0098904865,8.75991,0.22453535,0.014874253,1.1593703,0.0
-3.0,-45.0,-19.2275,60.0,72,4320,False,86331,1440,20,3715409a0d2d4fefb65d5a4e8f7ce9a5,2020-02-12_13-44-55,1581515095,15.048002243041992,321.17241382598877,61368,nvidia-gtc,10.142.0.61,321.17241382598877,86331,20,7,01135c5e,0,0.0,-15.0,-15.0,-15.0,0.0,-3.0,-2.75,-4.5,0.0,-8.5175,-8.395569620253164,-14.5625,5.286216180067911,5.678451979272565,2.1068610733374564,21632,86331,9446.303,49.533,5451.283,17.883,0.0062500000931322575,9.999999747378752e-05,-0.007993991,-0.008039094,0.0008868089,-1.0,0.007216403,0.763058,0.0,0.15000000596046448,9.999999747378752e-05,-0.0050002597,-0.006394791,4.6554985,0.61517066,0.009265834,1.4112808,0.0,0.10000000149011612,9.999999747378752e-05,-0.006324064,-0.0074920612,5.1696935,0.5914165,0.011628295,1.3079365,0.0,0.07500000298023224,9.999999747378752e-05,-0.0143879345,-0.01505803,8.436073,0.29258782,0.0088220965,1.1929166,0.0
-3.0,-45.0,-17.4675,60.0,72,4320,False,90651,1512,21,3715409a0d2d4fefb65d5a4e8f7ce9a5,2020-02-12_13-45-09,1581515109,14.164487361907959,335.33690118789673,61368,nvidia-gtc,10.142.0.61,335.33690118789673,90651,21,7,01135c5e,0,0.0,-15.0,-15.0,-15.0,0.0,-2.75,-2.75,-4.25,0.0,-8.55,-7.185064935064935,-14.104166666666666,5.268364805843403,5.665558991929015,2.1026267423896785,22528,90651,9390.814,48.763,5369.844,17.69,0.0062500000931322575,9.999999747378752e-05,-0.004319107,-0.004371501,0.0007988496,-1.0,0.008382916,0.62845916,0.0,0.15000000596046448,9.999999747378752e-05,-0.008169664,-0.009208199,4.1131034,0.6508653,0.0068961373,1.4305171,0.0,0.10000000149011612,9.999999747378752e-05,-0.014914896,-0.016274977,3.1263354,0.6630412,0.013569498,1.3481327,0.0,0.07500000298023224,9.999999747378752e-05,0.0014395341,0.0007698302,8.663314,0.3174729,0.008813765,1.1805903,0.0
-3.0,-45.0,-15.56,59.78,72,4298,False,94949,1584,22,3715409a0d2d4fefb65d5a4e8f7ce9a5,2020-02-12_13-45-24,1581515124,14.54694938659668,349.8838505744934,61368,nvidia-gtc,10.142.0.61,349.8838505744934,94949,22,7,01135c5e,0,0.0,-15.0,-15.0,-15.0,0.0,-2.75,-2.75,-4.0,0.0,-7.775,-6.597972972972973,-13.821428571428571,5.254439019007281,5.657394839209628,2.098614013129688,23424,94949,9315.054,48.134,5275.422,17.705,0.0062500000931322575,9.999999747378752e-05,-0.0059840786,-0.006019442,0.00064947846,-1.0,0.005658387,0.60727894,0.0,0.15000000596046448,9.999999747378752e-05,-0.009790999,-0.011295303,3.9056642,0.66224957,0.010002671,1.4321477,0.0,0.10000000149011612,9.999999747378752e-05,-0.0064960993,-0.008180399,3.9122188,0.664438,0.016803866,1.2870796,0.0,0.07500000298023224,9.999999747378752e-05,-0.009306827,-0.010299719,9.539834,0.25312635,0.013111321,1.2220148,0.0
-3.0,-45.0,-17.705,59.77,72,4314,False,99263,1656,23,3715409a0d2d4fefb65d5a4e8f7ce9a5,2020-02-12_13-45-39,1581515139,14.643890857696533,364.52774143218994,61368,nvidia-gtc,10.142.0.61,364.52774143218994,99263,23,7,01135c5e,0,0.0,-15.0,-15.0,-15.0,0.0,-2.75,-2.75,-3.5,0.0,-7.985,-7.892857142857143,-13.008928571428571,5.258750051192007,5.656926041901667,2.099031548811532,24576,99263,9319.685,47.443,5218.647,17.8,0.0062500000931322575,9.999999747378752e-05,-0.007686251,-0.00773532,0.0004876402,-1.0,0.007850833,0.5104826,0.0,0.15000000596046448,9.999999747378752e-05,-0.0014902267,-0.0025926444,3.8559976,0.68276215,0.007323753,1.4210529,0.0,0.10000000149011612,9.999999747378752e-05,-0.0026184048,-0.0031439178,5.4143257,0.60276,0.0052009984,1.2546998,0.0,0.07500000298023224,9.999999747378752e-05,-0.016172664,-0.017795738,9.0168705,0.35021085,0.021520806,1.176309,0.0
